Best of the Chicago Auto Show,joy
"'Grey's,' 'Betty,' 'Scrubs' get boost",joy
Massive mud traps dozens of families,sadness
"Edwards blogger quits, becomes journalistic martyr",joy
Town packs gym to mourn 10 killed in fire,sadness
ECB holds rates at 3.5 percent,surprise
Iran rejects US claims of supplying weapons in Iraq,surprise
Jakarta begins disinfection,sadness
"Rowling 'heartbroken,' 'euphoric' at 'Potter's' end",sadness
Apple revs up Mac attacks on Vista,anger
"U.S. to allow 7,000 Iraqi refugees",anger
Japan: Whaling activists 'terrorists',surprise
'Hannibal' bites the big one,joy
Women protest Pakistan demolition,anger
Wii news for gamers,joy
Horse teeth give details of ancient big chill,surprise
Scam lures victims with free puppy offer,surprise
Mickelson driving force at masters,surprise
England opt for Bopara over Loye,sadness
"Dolphins, sea lions may report for duty soon",joy
Nasdaq-LSE battle nears deadline,joy
A personal plea for HPV vaccine plan,joy
U.S. opens door for Iraqi refugees,joy
Swiss plane crashes at Moscow airport,sadness
Study: napping might help heart,joy
MySpace sales surging,joy
"Telecoms giant slashes 12,500 jobs",sadness
Air France KLM profit rises,joy
Uganda parliament votes to send troops to Somalia,anger
King and queen reign at British film awards,joy
Murphys rule box office with 'Norbit',sadness
Yahoo's mission quest,joy
Area should get 3-5 inches of snow today,joy
"Snow wreaks havoc in East, Midwest",sadness
Research supports medicinal marijuana,surprise
All African amputee football games kick off,joy
Group: Video shows chopper go down,anger
Sale of Chrysler possible,joy
Russia condemns terrorist acts on buses outside Beirut,surprise
Technology may save India's river dolphins,joy
Airbus A380 superjumbo takes off,joy
Naps are great for chaps,joy
Female astronaut sets record,joy
Corn stoves popping up in U.S. homes,surprise
Iraq closes borders with Syria and Iran,sadness
The troubling ending of 'The Departed',sadness
Vietnamese bank plans IPO listing,surprise
Toyota's Scion parks in Second Life,sadness
Obama will run in 2008,joy
'Cagney and Lacey' finally coming to DVD,joy
Salt Lake City mall shooter was teenager,sadness
Female astronaut sets record,joy
Oil holds at $58,anger
Obama announces presidential bid,joy
Tell your boss: Naps are good for you,joy
Serbia rejects United Nation's Kosovo plan,anger
Amish discuss shootings,anger
"Jail me, I ate Ivory Coast chocolate",joy
Can North Korea be trusted?,surprise
Tourism lags in Bush's hometown,sadness
Astronaut's arrest tests NASA's mettle,anger
"Go ahead, take a nap, science says",surprise
Weekly Nielsen will 'Lost' find its way back?,sadness
Brith Airways baggage charges cause confusion,anger
Indonesian with bird flu dies,sadness
St. Louis poised for entertainment upswing,joy
Gray wolves off endangered list,sadness
Vista's hyped security will be tested,joy
Mogadishu residents flee blasts,joy
Bomb kills 18 on military bus in Iran,sadness
"'WarioWare,' Wii make perfect fit",joy
U.S. at odds with cleric's aide,surprise
Desperate Iraqi mother relies on militia for help,sadness
Full details of the EU report on Iran,anger
Singer on Cowell: Glad he was mean,surprise
Jones faces Europe meetings snub,surprise
Beckham goal helps Real snatch win,joy
Japan's economy grows,joy
Work starts on Arctic seed vault,joy
Social networking goes mobile,joy
"Beauticians cut, curl, offer stroke-prevention info",joy
Thomas Cook to merge with MyTravel,joy
Nap your way to a successful career,joy
Village buried by 100 inches of snow,sadness
Oprah announces new book club pick,joy
The science of love ... and lust,surprise
"Northeaster cancels flights, shuts schools",sadness
Napping may be good for your heart,joy
Ryan O'Neal injured son's girlfriend,sadness
Chrysler's Valentine's Day massacre,sadness
Autos drive European gains,joy
James Brown's partner can get her things,sadness
Auto show canceled,sadness
UK luxury maker Burberry: 'Made in China'?,surprise
On-the-job naps might cut heart risk,joy
"No. 1 Florida survives Rupp Arena, streak hits 16",surprise
J.K. Rowling marks spot of 'Potter's' end,joy
Gronholm takes a commanding lead,surprise
Champion Murray too good for Kim,joy
"G7: Yen skates by, yuan singled out",joy
Gunman 'was Srebrenica survivor',joy
Mother: Lohan is doing 'great' in rehab,joy
Who's going to win at the Grammys?,joy
"Libby defense upsets judge, rests",anger
Breakup rings find new homes,sadness
Gronholm ahead as Solberg crashes,surprise
12 dead in Lebanese minibus bombings,surprise
Mega-marsupials once roamed Australia,joy
"UPDATE 1-Plane crashes at Moscow airport, no passengers",sadness
HPV vaccination stirs heated debate in America,joy
Court TV: Accused killer tells jury a love story,anger
"Start late, retire rich",joy
Somali PM vows to bring Islamists to justice,surprise
Swingers more common than most think,joy
Anna Nicole Smith fans mourn in cyberspace,sadness
Antibiotic Ketek more dangerous than thought,anger
Time to book your cruise,joy
'Blazing Angels' for PS3 fails to soar,sadness
North Korea aid demand stall talks,anger
Cartoon Network head steps down,sadness
Malaysia aggressively wooing tourists,joy
Andromeda involved in galactic collision,surprise
Wilkinson sets record in tame win,joy
Army engineers say dam safe,joy
France: Al Qaeda suspects arrested,anger
Creating a whole album in a month?,surprise
G7 to China: Ease exchange rate grip,anger
Hatton hands back IBF title again,surprise
"Bernanke: Economy healthy, but...",sadness
"Mickelson, Sutherland share lead",surprise
"Napping is good for your heart, study finds",joy
Princess Masako author: No regrets,sadness
Malaysia launches tourism campaign,joy
Paula Abdul: 'I have never been drunk',joy
"Nuke detectors to ring New York, official says",sadness
Double bus-bombing kills three in Lebanon,sadness
Davydenko out as seeds scattered,joy
Obama: I'm running for president,joy
Paterson boots Scotland to victory,surprise
"African-Americans are organ donors these days, but what about bone marrow?",surprise
Study: On-the-job naps might help heart,joy
"Guinea capital largely calm under curfew, marital law",sadness
Bosses sleeping on idea of letting workers take naps,surprise
Singapore pampers its waterfront promenade,joy
Rwanda mulls three-child limit,surprise
Samsung settles price-fixing lawsuit,sadness
Reports: Harvard set to name first female president,joy
University offers support to New Orleans school,joy
"Storm causes slick, icy roads",surprise
South Korea fire kills 10 foreigners,sadness
Prehistoric lovers found locked in eternal embrace,surprise
Charts: Is your city lean or lethargic?,surprise
Peru leader questioned in massacre probe,sadness
U.S. commander: Iraq not hopeless,anger
Mardi Gras rebound in the offing for New Orleans?,joy
Siestas may cut heart disease risk,joy
"Oregon snorkeler mistaken for rodent, shot in face",anger
Petraeus takes command in Iraq,joy
6 dead after Utah Mall shooting rampage,sadness
Sharks kill four people in 'dull' year,sadness
Record-shattering day on Wall St.,joy
Comedian says government silences critics,joy
Rockers big winners at Brit Awards,joy
Samba school leader killed before Rio carnival,sadness
Woman fights to keep drunken driver in jail,sadness
Cousin: Gunman was Srebrenica survivor,anger
Turkmenistan votes for president,joy
Here is some advice to take to heart...,surprise
10 don't-miss tax breaks,joy
Police break up Kosovo protests,anger
Messi makes Barcelona squad return,joy
Jump reported in accidental drug-overdose deaths,sadness
Catania punished for fan violence,sadness
Isinbayeva sets 20th world record,joy
Regular naps make hearts healthy,joy
Outdated baby food found on shelves,anger
Bush: It's time for Congress to back energy plan,anger
FDA revises label warnings on the antibiotic Ketek,sadness
Toshiba Portege R400,joy
South Africa mourns Adelaide Tambo,sadness
Evacuees can return home after plant blast,anger
Anna Nicole Smith's body lies in legal limbo,sadness
Former teacher poses for Playboy,anger
A nap a day may keep the heart doctor away,surprise
Grammys ready to name winners,joy
Pound will not drop Armstrong case,anger
Reunited Police to start world tour in May,surprise
Turkmen acting leader sworn in as new president,joy
Allen and Okur get All-Star call,surprise
Svindal claims are golden double,surprise
"Trolley Square shooting leaves 6 dead, including gunman",sadness
Bridge blast stops I-95 traffic,anger
"Mother, daughter stabbed near school",sadness
North Korea gets 'money and respect',joy
Beyonce in a bikini as SI's swimsuit cover model,surprise
Loving with all your ... brain,surprise
Cuban official: Web a 'wild colt',surprise
Slow 'Music and Lyrics',surprise
Smith baby may not be pot of gold,joy
Beating leaves teen in coma,sadness
Tiempo Libre has Grammy dreams,joy
GPS sneakers locate with press of a button,surprise
Embattled Edwards blogger quits campaign,sadness
Breast cancer drug promises hope,sadness
Ancient coin shows Cleopatra was no beauty,surprise
YouTube yields surprising payback,surprise
Up to 22 inches of snow in forecast,sadness
Werder make 10-man Ajax pay price,surprise
EU condemns 'illegal' CIA flights,surprise
Report links humans to global warming,surprise
Survey: Tech a tool in teen dating abuse,anger
The breast cancer breakthrough saving 1000 women a year,joy
"Tourist spot resists gravity, but not progress",joy
The NFL's 20 biggest potential free agents,surprise
World tourism sets record in 2006,joy
Kuerten returns to winners' circle,joy
Japanese whaler afire in Antarctic,anger
Lee in pre-World Cup injury scare,surprise
New cancer drug to save a thousand lives a year,joy
Fire extinguisher part of Tennessee execution kit,anger
Founder returns to Dell helm,joy
Charles Gibson takes over first place,joy
'Made in China' irks some Burberry shoppers,anger
Stonehenge workers' village found,surprise
Who is Prince Frederic von Anhalt?,joy
Ethiopia readies for millennium all its own,anger
Good news for slackers: Naps may cut risk for heart problems,joy
Win a (concert) date with the Police,sadness
"Snow begins, heavy accumulations expected",joy
"Jet flips in snowstorm, none dead",joy
Frantic 911 call in Ryan O'Neal case,surprise
Durant's success trumps the Gators,surprise
YouTube founders split $650M payout,joy
African nation hopes Whoopi can help,joy
United hang on to six-point lead,surprise
Snow's too deep even for snowmobiles,surprise
Study: Female seals picky about mates,joy
"ROUNDUP: Protests erupt despite ""state of siege"" In Guinea",anger
Beyonce new SI bikini cover girl,sadness
Serena misses Bangalore tournament,sadness
"Dryer blamed for fire killing 39 cats, dogs",sadness
"Roddick, Murray score in San Jose",surprise
Apple trademark dispute settled,sadness
U.S. diverts troops to fight Taliban,anger
'House of Cards' actor Ian Richardson dead,sadness
Taliban leader killed in airstrike,sadness
Escape to Prague without the summer hordes,joy
Kathmandu: First snow in 63 years,surprise
Nasdaq fails in bid for LSE,sadness
Ex-pastor gets death sentence,sadness
Baby born on turnpike after dad misses exit,surprise
Study links chimps and 'hammers',surprise
I am not very happy.,sadness
I don’t think that I am a good boy.,neutral
I would rather be happy than sad.,joy
I can’t control my excitement!,joy
